home_uid,host_uid,claude_label,claude_reason,final
uns-pmf:I241,utwente:202400633,0,"Reflection 2 does not cover databases, JDBC, transactions and distributed DBMS.",yes
uns-pmf:I241,utwente:202400634,0,"Mathematics behind Data-Driven Methods: Learning Theory from First Principles does not cover databases, JDBC, transactions and distributed DBMS.",yes
uns-pmf:I241,utwente:202300156,0,"Modelling 2 does not cover databases, JDBC, transactions and distributed DBMS.",yes
uns-pmf:I241,utwente:202300028,0,"Nonlinear Optimisation and Learning does not cover databases, JDBC, transactions and distributed DBMS.",yes
uns-pmf:I241,utwente:201600167,0,"Introduction to Mathematical Analysis does not cover databases, JDBC, transactions and distributed DBMS.",yes
uns-pmf:M-02,utwente:202400633,0,Reflection 2 does not cover academic English.,yes
uns-pmf:M-02,utwente:201600167,0,Introduction to Mathematical Analysis does not cover academic English.,yes
uns-pmf:M-02,utwente:202001385,0,Bachelor Assignment does not cover academic English.,yes
uns-pmf:M-02,utwente:202300018,0,Reflection 1 does not cover academic English.,yes
uns-pmf:M-02,utwente:202200142,0,Modelling and Programming 1 does not cover academic English.,yes
uns-pmf:M-02,utwente:202001379,0,Bachelor's Assignment does not cover academic English.,yes
uns-pmf:M-02,utwente:202300156,0,Modelling 2 does not cover academic English.,yes
uns-pmf:M-02,utwente:202001380,0,Reflection on Mathematical Research II does not cover academic English.,yes
uns-pmf:M-02,utwente:202400348,0,Reflection 3 does not cover academic English.,yes
uns-pmf:M-02,utwente:202001234,0,Discrete Mathematics does not cover academic English.,yes
uns-pmf:M-02,utwente:202200239,0,Modelling and Programming 2 does not cover academic English.,yes
uns-pmf:M-02,utwente:202300196,0,Modelling 2 and Project for AM-TN does not cover academic English.,yes
uns-pmf:M3-21,utwente:201600167,0,Introduction to Mathematical Analysis does not cover micro- and macroeconomics.,yes
uns-pmf:M3-21,utwente:202200142,0,Modelling and Programming 1 does not cover micro- and macroeconomics.,yes
uns-pmf:M3-21,utwente:202001344,0,Probability Theory does not cover micro- and macroeconomics.,yes
uns-pmf:M3-21,utwente:202500380,0,Mathematical Statistics 1 does not cover micro- and macroeconomics.,yes
uns-pmf:M3-21,utwente:202300018,0,Reflection 1 does not cover micro- and macroeconomics.,yes
uns-pmf:M3-21,utwente:202001193,0,Introduction to Mathematics + Calculus 1A does not cover micro- and macroeconomics.,yes
uns-pmf:M3-21,utwente:202300157,0,Modelling 3 does not cover micro- and macroeconomics.,yes
uns-pmf:M3-21,utwente:202200243,0,Modelling and Programming 3 does not cover micro- and macroeconomics.,yes
uns-pmf:M3-21,utwente:202300026,0,Mathematical Statistics 2 does not cover micro- and macroeconomics.,yes
uns-pmf:M3-21,utwente:202400633,0,Reflection 2 does not cover micro- and macroeconomics.,yes
uns-pmf:M3-21,utwente:202001215,0,Calculus 1 does not cover micro- and macroeconomics.,yes
uns-pmf:M3-21,utwente:202001379,0,Bachelor's Assignment does not cover micro- and macroeconomics.,yes
uns-pmf:M-09,utwente:202400633,0,Reflection 2 does not cover academic English.,yes
uns-pmf:M-09,utwente:201600167,0,Introduction to Mathematical Analysis does not cover academic English.,yes
uns-pmf:M-09,utwente:202001385,0,Bachelor Assignment does not cover academic English.,yes
uns-pmf:M-09,utwente:202300156,0,Modelling 2 does not cover academic English.,yes
uns-pmf:M-09,utwente:202200142,0,Modelling and Programming 1 does not cover academic English.,yes
uns-pmf:M-09,utwente:202200239,0,Modelling and Programming 2 does not cover academic English.,yes
uns-pmf:M-09,utwente:202400348,0,Reflection 3 does not cover academic English.,yes
uns-pmf:M-09,utwente:202300018,0,Reflection 1 does not cover academic English.,yes
uns-pmf:M-09,utwente:202001380,0,Reflection on Mathematical Research II does not cover academic English.,yes
uns-pmf:M-09,utwente:202001379,0,Bachelor's Assignment does not cover academic English.,yes
uns-pmf:M-09,utwente:202400660,0,Analysis 2 does not cover academic English.,yes
uns-pmf:M-09,utwente:202500460,0,Analysis 1 does not cover academic English.,yes
uns-pmf:M-09,utwente:202300196,0,Modelling 2 and Project for AM-TN does not cover academic English.,yes
uns-pmf:I321,utwente:202001234,0,"Discrete Mathematics does not cover analogue and digital electronics (semiconductors, amplifiers, logic circuits, flip-flops).",yes
uns-pmf:I321,utwente:202001193,0,"Introduction to Mathematics + Calculus 1A does not cover analogue and digital electronics (semiconductors, amplifiers, logic circuits, flip-flops).",yes
uns-pmf:I321,utwente:201600167,0,"Introduction to Mathematical Analysis does not cover analogue and digital electronics (semiconductors, amplifiers, logic circuits, flip-flops).",yes
uns-pmf:I321,utwente:202001237,0,"Linear Algebra does not cover analogue and digital electronics (semiconductors, amplifiers, logic circuits, flip-flops).",yes
uns-pmf:I321,utwente:202001215,0,"Calculus 1 does not cover analogue and digital electronics (semiconductors, amplifiers, logic circuits, flip-flops).",yes
uns-pmf:I321,utwente:202200236,0,"Linear Structures 2 does not cover analogue and digital electronics (semiconductors, amplifiers, logic circuits, flip-flops).",yes
uns-pmf:I321,utwente:202400631,0,"Graph Theory does not cover analogue and digital electronics (semiconductors, amplifiers, logic circuits, flip-flops).",yes
uns-pmf:I321,utwente:202200338,0,"Stochastic Simulation does not cover analogue and digital electronics (semiconductors, amplifiers, logic circuits, flip-flops).",yes
uns-pmf:I321,utwente:202200141,0,"Linear Structures 1 does not cover analogue and digital electronics (semiconductors, amplifiers, logic circuits, flip-flops).",yes
uns-pmf:I321,utwente:202200241,0,"Numerical Mathematics does not cover analogue and digital electronics (semiconductors, amplifiers, logic circuits, flip-flops).",yes
uns-pmf:I321,utwente:202200238,0,"Systems Theory does not cover analogue and digital electronics (semiconductors, amplifiers, logic circuits, flip-flops).",yes
uns-pmf:I321,utwente:202500369,0,"Algebra does not cover analogue and digital electronics (semiconductors, amplifiers, logic circuits, flip-flops).",yes
uns-pmf:I321,utwente:202001201,0,"Calculus 1B does not cover analogue and digital electronics (semiconductors, amplifiers, logic circuits, flip-flops).",yes
uns-pmf:I321,utwente:202500460,0,"Analysis 1 does not cover analogue and digital electronics (semiconductors, amplifiers, logic circuits, flip-flops).",yes
uns-pmf:M3-22,utwente:202500460,0,"Analysis 1 does not cover financial mathematics (interest, loans, bonds, options).",yes
uns-pmf:M3-22,utwente:202500380,0,"Mathematical Statistics 1 does not cover financial mathematics (interest, loans, bonds, options).",yes
uns-pmf:M3-22,utwente:202300018,0,"Reflection 1 does not cover financial mathematics (interest, loans, bonds, options).",yes
uns-pmf:M3-22,utwente:202001193,0,"Introduction to Mathematics + Calculus 1A does not cover financial mathematics (interest, loans, bonds, options).",yes
uns-pmf:M3-22,utwente:202200141,0,"Linear Structures 1 does not cover financial mathematics (interest, loans, bonds, options).",yes
uns-pmf:M3-22,utwente:202001234,0,"Discrete Mathematics does not cover financial mathematics (interest, loans, bonds, options).",yes
uns-pmf:M3-22,utwente:202300055,0,"Calculus 1A does not cover financial mathematics (interest, loans, bonds, options).",yes
uns-pmf:M3-22,utwente:202500369,0,"Algebra does not cover financial mathematics (interest, loans, bonds, options).",yes
uns-pmf:M3-22,utwente:202001201,0,"Calculus 1B does not cover financial mathematics (interest, loans, bonds, options).",yes
uns-pmf:M3-22,utwente:201600167,0,"Introduction to Mathematical Analysis does not cover financial mathematics (interest, loans, bonds, options).",yes
uns-pmf:M3-22,utwente:202300026,0,"Mathematical Statistics 2 does not cover financial mathematics (interest, loans, bonds, options).",yes
uns-pmf:M3-22,utwente:202200142,0,"Modelling and Programming 1 does not cover financial mathematics (interest, loans, bonds, options).",yes
uns-pmf:M3-22,utwente:202300157,0,"Modelling 3 does not cover financial mathematics (interest, loans, bonds, options).",yes
uns-pmf:M3-22,utwente:202200243,0,"Modelling and Programming 3 does not cover financial mathematics (interest, loans, bonds, options).",yes
uns-pmf:M-01,utwente:202001234,1,"Covers relations, partial orders and Hasse diagrams, but not lattices, Boolean algebras or minimisation.",yes
uns-pmf:M-01,utwente:202500367,0,"Algorithms and Data Structures does not cover ordered sets, lattices, Boolean algebras and Boolean function minimisation.",yes
uns-pmf:M-01,utwente:202001193,0,"Introduction to Mathematics + Calculus 1A does not cover ordered sets, lattices, Boolean algebras and Boolean function minimisation.",yes
uns-pmf:M-01,utwente:202500369,0,"Groups, rings and fields; no lattices or Boolean algebras.",yes
uns-pmf:M-01,utwente:202200141,0,"Linear Structures 1 does not cover ordered sets, lattices, Boolean algebras and Boolean function minimisation.",yes
uns-pmf:M-01,utwente:202001237,0,"Linear Algebra does not cover ordered sets, lattices, Boolean algebras and Boolean function minimisation.",yes
uns-pmf:M-01,utwente:202500460,0,"Analysis 1 does not cover ordered sets, lattices, Boolean algebras and Boolean function minimisation.",yes
uns-pmf:M-01,utwente:202300028,0,"Continuous nonlinear optimisation, unrelated to Boolean function minimisation.",yes
uns-pmf:M-01,utwente:201600167,0,"Introduction to Mathematical Analysis does not cover ordered sets, lattices, Boolean algebras and Boolean function minimisation.",yes
uns-pmf:M-01,utwente:202200236,0,"Linear Structures 2 does not cover ordered sets, lattices, Boolean algebras and Boolean function minimisation.",yes
uns-pmf:M-01,utwente:202300027,0,"Linear programming optimisation, unrelated to Boolean function minimisation despite the shared word.",yes
uns-pmf:M-01,utwente:202200241,0,"Numerical Mathematics does not cover ordered sets, lattices, Boolean algebras and Boolean function minimisation.",yes
uns-pmf:M-01,utwente:202500366,0,"Algorithmic Discrete Mathematics does not cover ordered sets, lattices, Boolean algebras and Boolean function minimisation.",yes
uns-pmf:M-01,utwente:202200142,0,"Modelling and Programming 1 does not cover ordered sets, lattices, Boolean algebras and Boolean function minimisation.",yes
uns-pmf:I331,utwente:202200339,0,Project Stochastic Models in Practice does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202300018,0,Reflection 1 does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202200338,0,Stochastic Simulation does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202200142,0,Modelling and Programming 1 does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202400633,0,Reflection 2 does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202400635,0,Topics in Sequential Decision-Making does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202200239,0,Modelling and Programming 2 does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202001363,0,Implementation Project on Graph Isomorphism does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202001385,0,"Mathematics-heavy double-degree bachelor thesis, not a seminar paper on an IT discipline.",yes
uns-pmf:I331,utwente:202400348,0,Reflection 3 does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202300028,0,Nonlinear Optimisation and Learning does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202400634,0,Mathematics behind Data-Driven Methods: Learning Theory from First Principles does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:201600167,0,Introduction to Mathematical Analysis does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202300026,0,Mathematical Statistics 2 does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202500367,0,Algorithms and Data Structures does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202001380,0,Reflection on Mathematical Research II does not cover a seminar paper on a chosen IT discipline.,yes
