home_uid,host_uid,llm_label,llm_reason
uns-pmf:I251,utwente:202300028,0,optimisation
uns-pmf:I251,utwente:202001379,0,graduation project
uns-pmf:I251,utwente:202300018,0,reflection course
uns-pmf:I251,utwente:202400634,0,learning theory
uns-pmf:I251,utwente:202300055,0,basic calculus
uns-pmf:I252,utwente:202500368,2,"automata, grammars and regular languages, the subject of the home course"
uns-pmf:I252,utwente:202001234,0,discrete mathematics
uns-pmf:I252,utwente:201600167,0,mathematical analysis
uns-pmf:I252,utwente:202500369,0,abstract algebra
uns-pmf:I252,utwente:202500367,0,data structures
uns-pmf:I252,utwente:202001193,0,introductory mathematics
uns-pmf:I252,utwente:202500366,0,discrete algorithms
uns-pmf:I252,utwente:202500460,0,real analysis
uns-pmf:I252,utwente:202200141,0,linear systems
uns-pmf:I252,utwente:202200236,0,linear structures
uns-pmf:I252,utwente:202400634,0,learning theory
uns-pmf:I252,utwente:202400660,0,real analysis
uns-pmf:I252,utwente:202300026,0,mathematical statistics
uns-pmf:I252,utwente:202400631,0,graph theory
uns-pmf:I263,utwente:202001363,0,algorithm project
uns-pmf:I263,utwente:202200141,0,linear systems
uns-pmf:I263,utwente:202200243,0,modelling project
uns-pmf:I263,utwente:202500368,0,grammars and automata
uns-pmf:I263,utwente:202400635,0,sequential decision-making
uns-pmf:I263,utwente:202200338,0,stochastic simulation
uns-pmf:I263,utwente:202200239,0,modelling project
uns-pmf:I263,utwente:202200236,0,linear structures
uns-pmf:I263,utwente:202200339,0,stochastic modelling project
uns-pmf:I263,utwente:202300018,0,reflection course
uns-pmf:I263,utwente:202200142,0,modelling and programming
uns-pmf:I263,utwente:202300028,0,optimisation
uns-pmf:I263,utwente:201600167,0,mathematical analysis
uns-pmf:I263,utwente:202500367,0,data structures
uns-pmf:I262,utwente:202001363,0,algorithm project
uns-pmf:I262,utwente:202200236,0,linear structures
uns-pmf:I262,utwente:202500369,0,abstract algebra
uns-pmf:I262,utwente:202200239,0,modelling project
uns-pmf:I262,utwente:202200243,0,modelling project
uns-pmf:I262,utwente:202200142,0,modelling and programming
uns-pmf:I262,utwente:202500367,0,data structures
uns-pmf:I262,utwente:202400633,0,reflection course
uns-pmf:I262,utwente:202200339,0,stochastic modelling project
uns-pmf:I262,utwente:202001385,0,graduation project
uns-pmf:I262,utwente:202300018,0,reflection course
uns-pmf:I262,utwente:201600167,0,mathematical analysis
uns-pmf:I262,utwente:202001379,0,graduation project
uns-pmf:I262,utwente:202001380,0,reflection course
uns-pmf:M-02,utwente:202400633,0,reflection course in mathematics
uns-pmf:M-02,utwente:201600167,0,mathematical analysis
uns-pmf:M-02,utwente:202001385,0,graduation project
uns-pmf:M-02,utwente:202300018,0,reflection course
uns-pmf:M-02,utwente:202200142,0,modelling and programming
uns-pmf:M-02,utwente:202001379,0,graduation project
uns-pmf:M-02,utwente:202300156,0,modelling project
uns-pmf:M-02,utwente:202001380,0,reflection course
uns-pmf:M-02,utwente:202400348,0,philosophy of mathematics
uns-pmf:M-02,utwente:202001234,0,discrete mathematics
uns-pmf:M-02,utwente:202200239,0,modelling project
uns-pmf:M-02,utwente:202300196,0,modelling project
uns-pmf:M3-21,utwente:201600167,0,"mathematical analysis, no economics"
uns-pmf:M3-21,utwente:202200142,0,modelling and programming
uns-pmf:M3-21,utwente:202001344,0,probability theory
uns-pmf:M3-21,utwente:202500380,0,mathematical statistics
uns-pmf:M3-21,utwente:202300018,0,reflection course
uns-pmf:M3-21,utwente:202001193,0,introductory mathematics
uns-pmf:M3-21,utwente:202300157,0,modelling project
uns-pmf:M3-21,utwente:202200243,0,modelling project
uns-pmf:M3-21,utwente:202300026,0,mathematical statistics
uns-pmf:M3-21,utwente:202400633,0,reflection course
uns-pmf:M3-21,utwente:202001215,0,differential equations
uns-pmf:M3-21,utwente:202001379,0,graduation project
uns-pmf:I311,utwente:202200339,0,stochastic modelling project
uns-pmf:I311,utwente:202200142,0,"programming for mathematical modelling, not it tooling"
uns-pmf:I311,utwente:202001363,0,algorithm project
uns-pmf:I311,utwente:202200338,0,stochastic simulation
uns-pmf:I311,utwente:202200239,0,modelling project
uns-pmf:I311,utwente:202200141,0,linear systems
uns-pmf:I311,utwente:202200243,0,modelling project
uns-pmf:I311,utwente:202300018,0,reflection course
uns-pmf:I311,utwente:202300157,0,modelling project
uns-pmf:I311,utwente:202300156,0,modelling project
uns-pmf:I311,utwente:202001385,0,graduation project
uns-pmf:I311,utwente:202300028,0,optimisation
uns-pmf:I311,utwente:202400634,0,learning theory
uns-pmf:I311,utwente:202001379,0,graduation project
uns-pmf:I311,utwente:202300055,0,basic calculus
uns-pmf:M-09,utwente:202400633,0,reflection course in mathematics
uns-pmf:M-09,utwente:201600167,0,mathematical analysis
uns-pmf:M-09,utwente:202001385,0,graduation project
uns-pmf:M-09,utwente:202300156,0,modelling project
uns-pmf:M-09,utwente:202200142,0,modelling and programming
uns-pmf:M-09,utwente:202200239,0,modelling project
uns-pmf:M-09,utwente:202400348,0,philosophy of mathematics
uns-pmf:M-09,utwente:202300018,0,reflection course
uns-pmf:M-09,utwente:202001380,0,reflection course
uns-pmf:M-09,utwente:202001379,0,graduation project
uns-pmf:M-09,utwente:202400660,0,real analysis
uns-pmf:M-09,utwente:202500460,0,real analysis
uns-pmf:M-09,utwente:202300196,0,modelling project
uns-pmf:M-15,utwente:202300018,0,"reflection on statistics and calculus, not society"
uns-pmf:M-15,utwente:202500369,0,abstract algebra
uns-pmf:M-15,utwente:202400633,0,reflection course
uns-pmf:M-15,utwente:202001380,0,reflection course
uns-pmf:M-15,utwente:202200141,0,linear systems
uns-pmf:M-15,utwente:202300157,0,modelling project
uns-pmf:M-15,utwente:202300026,0,mathematical statistics
uns-pmf:M-15,utwente:202400631,0,graph theory
uns-pmf:M-15,utwente:202200243,0,modelling project
uns-pmf:M-15,utwente:202200142,0,modelling and programming
uns-pmf:M-15,utwente:202400348,0,philosophy of mathematics
uns-pmf:M-15,utwente:202300028,0,optimisation
uns-pmf:M-15,utwente:202001237,0,linear algebra
uns-pmf:M-15,utwente:202200242,0,differential equations
uns-pmf:M-15,utwente:202200236,0,linear structures
uns-pmf:I321,utwente:202001234,0,"discrete mathematics, no electronics"
uns-pmf:I321,utwente:202001193,0,introductory mathematics
uns-pmf:I321,utwente:201600167,0,mathematical analysis
uns-pmf:I321,utwente:202001237,0,linear algebra
uns-pmf:I321,utwente:202001215,0,differential equations
uns-pmf:I321,utwente:202200236,0,linear structures
uns-pmf:I321,utwente:202400631,0,graph theory
uns-pmf:I321,utwente:202200338,0,stochastic simulation
uns-pmf:I321,utwente:202200141,0,linear systems
uns-pmf:I321,utwente:202200241,0,numerical mathematics
uns-pmf:I321,utwente:202200238,0,systems theory in the control sense
uns-pmf:I321,utwente:202500369,0,abstract algebra
uns-pmf:I321,utwente:202001201,0,calculus
uns-pmf:I321,utwente:202500460,0,real analysis
uns-pmf:M3-22,utwente:202500460,0,"real analysis, not financial mathematics"
uns-pmf:M3-22,utwente:202500380,0,mathematical statistics
uns-pmf:M3-22,utwente:202300018,0,reflection course
uns-pmf:M3-22,utwente:202001193,0,introductory mathematics
uns-pmf:M3-22,utwente:202200141,0,linear systems
uns-pmf:M3-22,utwente:202001234,0,discrete mathematics
uns-pmf:M3-22,utwente:202300055,0,basic calculus
uns-pmf:M3-22,utwente:202500369,0,abstract algebra
uns-pmf:M3-22,utwente:202001201,0,calculus
uns-pmf:M3-22,utwente:201600167,0,mathematical analysis
uns-pmf:M3-22,utwente:202300026,0,mathematical statistics
uns-pmf:M3-22,utwente:202200142,0,modelling and programming
uns-pmf:M3-22,utwente:202300157,0,modelling project
uns-pmf:M3-22,utwente:202200243,0,modelling project
uns-pmf:I322,utwente:202200339,0,stochastic modelling project
uns-pmf:I322,utwente:202200239,0,modelling project
uns-pmf:I322,utwente:202200142,0,"programming for mathematical modelling, not it tooling"
uns-pmf:I322,utwente:202300196,0,modelling project
uns-pmf:I322,utwente:202300156,0,modelling project
uns-pmf:I322,utwente:202001363,0,algorithm project
uns-pmf:I322,utwente:202200243,0,modelling project
uns-pmf:I322,utwente:202200338,0,stochastic simulation
uns-pmf:I322,utwente:202300157,0,modelling project
uns-pmf:I322,utwente:202400633,0,reflection course
uns-pmf:I322,utwente:202001385,0,graduation project
uns-pmf:I322,utwente:202400660,0,real analysis
uns-pmf:I322,utwente:202300028,0,optimisation
uns-pmf:I322,utwente:202300018,0,reflection course
uns-pmf:I322,utwente:202001379,0,graduation project
uns-pmf:I322,utwente:202200236,0,linear structures
uns-pmf:M-01,utwente:202001234,1,discrete mathematics touches boolean functions and ordered structures
uns-pmf:M-01,utwente:202500367,0,data structures
uns-pmf:M-01,utwente:202001193,0,introductory mathematics
uns-pmf:M-01,utwente:202500369,1,"abstract algebra covers lattices and boolean algebras, without the minimisation techniques"
uns-pmf:M-01,utwente:202200141,0,linear systems
uns-pmf:M-01,utwente:202001237,0,linear algebra
uns-pmf:M-01,utwente:202500460,0,real analysis
uns-pmf:M-01,utwente:202300028,0,"nonlinear optimisation, a different notion of optimisation"
uns-pmf:M-01,utwente:201600167,0,mathematical analysis
uns-pmf:M-01,utwente:202200236,0,linear structures
uns-pmf:M-01,utwente:202300027,0,"linear optimisation, a different notion of optimisation"
uns-pmf:M-01,utwente:202200241,0,numerical mathematics
uns-pmf:M-01,utwente:202500366,0,discrete algorithms
uns-pmf:M-01,utwente:202200142,0,modelling and programming
uns-pmf:I331,utwente:202200339,0,stochastic modelling project
uns-pmf:I331,utwente:202300018,0,reflection course
uns-pmf:I331,utwente:202200338,0,stochastic simulation
uns-pmf:I331,utwente:202200142,0,modelling and programming
uns-pmf:I331,utwente:202400633,0,reflection course
uns-pmf:I331,utwente:202400635,0,sequential decision-making
uns-pmf:I331,utwente:202200239,0,modelling project
uns-pmf:I331,utwente:202001363,0,algorithm project
uns-pmf:I331,utwente:202001385,1,"an independent assignment ending in a report, but a mathematics graduation project"
uns-pmf:I331,utwente:202400348,0,philosophy of mathematics
uns-pmf:I331,utwente:202300028,0,optimisation
uns-pmf:I331,utwente:202400634,0,learning theory
uns-pmf:I331,utwente:201600167,0,mathematical analysis
uns-pmf:I331,utwente:202300026,0,mathematical statistics
uns-pmf:I331,utwente:202500367,0,data structures
uns-pmf:I331,utwente:202001380,0,reflection course
